Comment_num,Text,Annotator
94,"The word |||italics|||hidalgo|||/italics||| meaning, literally, “son of something” implied that a person was of honorable descent and could therefore use “Don” before his name. Since parts of Spain had been under the domination of Moors for seven centuries, and since during that time, the Jews made up a strong and prosperous minority, in the Moorish portions at least, there had been interbreeding between the native Christian Spaniards and the others. It was a point of honor among the Spanish nobility of later times that no Moors or Jews were to be found in |||italics|||their|||/italics||| ancestry.",asimov
95,"Before the invading Moors conquered Spain in 711, Spain had for three centuries been under the rule of a Gothic tribe called the Visigoths. To be able to trace one’s ancestry beyond the Moorish era to the Visigoths themselves would, of course, be the last word in Spanish nobility.",asimov
96,"Byron, who valued women for parts other than their brains, detested female intellectuals. This feeling of his was strengthened, broadened, deepened, and intensified by the fact that Lady Byron (nee Annabella Milbanke) with whom he had contracted a brief and disastrous marriage, followed by an even more disastrous (for Byron) separation that led to his permanent exile, was a “learned lady.” There seems no question but that Byron’s picture of Don Juan’s mother is intended as a satire on Lady Byron.",asimov
97,Pedro Calderón de la Barca (1600–1681) was the greatest Spanish dramatist of his times. To know all of him by heart was quite a feat since he wrote something like two hundred plays.,asimov
98,"Lope de Vega (1562–1635) preceded Calderón and was even more prolific — indeed, one of the most prolific writers of all time for he is supposed to have written over two thousand plays, of which nearly five hundred survive. No wonder Don Juan’s mother had only memorized the “greater part.”",asimov
99,Gregor von Feinagle had invented a system for improving the memory and had lectured on the subject in London in 1811.,asimov
100,So was Lady Byron’s,asimov
101,"Athens, the most cultured city in Greece and the epitome of all that was intellectual, was located on a peninsula called Attica. The adjective “Attic” is used therefore to mean “refined elegance.”",asimov
102,"In the Bible, God tells Moses His true name and gives its meaning as “I AM THAT I AM,” saying, “Thus shalt thou say unto the children of Israel, I AM hath sent me unto you” (Exodus 3:14). Making “I AM” synonymous with “God” makes sense of the next line.",asimov
103,"In Byron’s time it was customary to leave “damn” unspelled out to avoid trouble with the censor. Obviously, the inclusion of two letters and the necessity of rhyme makes the word unmistakable, but censorship is characteristically concerned with form rather than reason.",asimov
104,"Sir Samuel Romilly (1757–1818) was an English lawyer who was a liberal and a reformer. He sympathized with the French Revolution and labored all his life in the cause of law reform against the blind opposition of the forces of post-Napoleonic reaction.
When his wife died on October 29, 1818, he found life unbearable and committed suicide in distraction on November 2, the day after Byron completed the first canto. Presumably, Byron went back to insert this heartless stanza. He might have sympathized with Sir Samuel for his liberal principles, but he had retained Sir Samuel as his lawyer in the separation proceedings and Sir Samuel had then (with rather shifty ethics) slid over to Lady Byron’s side. Byron could not forgive him this.",asimov
105,"Maria Edgeworth (1767–1849) was an Anglo-Irish novelist whose father, Richard, was a leading authority on education. He made sure his daughter was educated and Maria’s novels offered a favorable view of the educated woman, as in |||italics|||Belinda|||/italics|||, published in 1801. Byron, with his hostility to learned ladies, could not be expected to approve.",asimov
106,Sarah Trimmer (1741–1810) wrote harmless books on natural history intended to educate the public.,asimov
107,"In 1808, Hannah More (1745–1833) wrote |||italics|||Coelebs in Search of a Wife,|||/italics||| which proved a best seller. The book dealt with the search of Coelebs for a perfect wife, one who would be the image of his dead mother. (The time was innocent of knowledge concerning the Oedipus complex.) A “Coelebs’ Wife” would therefore be a perfect woman.",asimov
108,"The phrase is from |||italics|||The Rape of the Lock|||/italics||| (1712) by Alexander Pope. The couplet containing it is:
|||comment-quote|||If to her share some female errors fall,
Look on her face, and you’ll forget them all.|||/comment-quote|||
|||comment-quote-attr|||II: 17–18|||/comment-quote-attr|||",asimov
109,"John Harrison (1693–1776) was a self-educated English inventor who built a series of chronometers small enough to be portable and stable enough to keep accurate time on board a swaying ship. Accurate time on board ship was necessary if longitude was to be determined and the British government offered a high reward for the proper timepiece. Harrison earned the reward fairly, but Parliament proved monumentally cheap in attempting to deny it to him and finally gave in only at the direct intervention of George III.",asimov
110,"In the early nineteenth century, an oil was imported into England derived from certain trees that grew in the vicinity of Macassar, the capital of the island of Celebs in the East Indies. Because it was from the fabled islands of the Far East, it was considered exotic and it received the hard sell as a specific guarding against baldness, in which respect it was (according to the impartial merchants who were profiting from its sale) “incomparable.”
Macassar oil became so commonly used and heads became so ineffably greasy as a result that special napkins had to be draped on overstuffed chairs and sofas to prevent the drenching of the upholstery. These are the “antimacassars,” a name still used today though the oil has long since gone into deserved oblivion.",asimov
111,"Don José is clearly modeled after Byron himself in these verses. Byron was indeed “oft in the wrong” but he never tried to deny that, which puts him miles ahead of those many virtuous liars with whom the world is filled — like Donna Inez and Lady Byron.",asimov
112,"The quotation is from Shakespeare’s |||italics|||Henry IV, Part One|||/italics|||. Hotspur, the rebel, annoyed at the faintheartedness of a nobleman who refuses to risk joining the rebellion, cries out in passion, “I could brain him with his lady’s fan” (II, iii, 23),* that being a suitable weapon to use against so effeminate a rascal.
|||comment-footnote|||*This stands for Act II, scene iii, line 23. I shall identify all the Sakespearean quotations in |||italics|||Don Juan|||/italics||| in this way, using the system of line-numbering in the Signet editions.|||/comment-footnote|||",asimov
113,"In an unfinished preface to the first to cantos of |||italics|||Don Juan|||/italics|||, first published in 1901, Byron asks the reader to suppose that “the following epic Narrative is told by a Spanish Gentleman in a village in the Sierra Morena.” While it is quite clear that Byron, throughout the poem, frequently uses the first person to represent himself, at this point the “I” takes direct part in the action and may be supposed to be the “Spanish Gentleman” who is telling the story. This affectation is quickly dropped.",asimov
114,"In the entire epic there is only one event that can be dated and that is the siege of Izmail in Cantos VII and VIII. This took place in 1790 and if Juan was then eighteen, as he might have been, he would have been born in 1772. However, Byron pays no attention to dates at all, and it is enough to know that the time of the poem is pre-Napoleonic but not much so.",asimov
115,"Apparently, Lady Byron made a tentative attempt in this direction before the separation and, in an attempt to make her case, did not hesitate to open “certain trunks of books an letters” as described in the next stanza.",asimov
116,"Among the ancient Greeks, the Spartans most affected stern military virtue. Their warriors were trained to battle from childhood and the Spartan wife ideally expected her husband to return “with his shield or on it.” Since a Spartan could only retreat effectively if he discarded his heavy shield, the phrase called for no retreat — her husband must return victorious with his shield or as a dead body borne on it.",asimov
117,“Evil intention”.,asimov
118,"Numa Pompilius was the legendary second King of Rome, whose reign was supposed to be from 715 to 673 B.C. In his time, Rome was at peace and experienced a period of prosperity and tranquility.",asimov
119,"According to the ancient physicians, the tendency toward anger arose from an oversupply of bile (in Greek, |||italics|||chole|||/italics|||). Hence the familiar term “choleric” and the use of “bilious” as a synonym for that.",asimov
120,"Doctors’ Commons was a place where doctors of civil law dined together (dined in common). It is they who dealt with wills, marriages, divorces, and so on. The name was applied to the courst and to the proceedings, and it is sometimes used, as here, to signify “divorce.” Byron’s father, who also had a troubled marriage, died when Byron was three.",asimov
121,The house and adjoining buildings.,asimov
122,"For three centuries prior to 1479, the nation we now call Spain existed in two parts. The larger, on the west, was Castille, and the smaller, on the east, was Aragon. Isabella of Castille married Ferdinand II of Aragon in 1469 and from 1479 they jointly ruled over Spain, i. e. the combined kingdoms of Castille and Aragon. The two parts were never again separated but the memory of the distinction between them long lingered.",asimov
123,"Classical education, dealing with ancient Latin literature and such Greek literature as survived, had, as its brightest items, three great epics. There were the |||italics|||Iliad|||/italics|||, and the |||italics|||Odyssey|||/italics|||, both purportedly by the Greek bard Homer, the former dealing with an episode of the Trojan War (see note 85) and the latter with the wanderings of Odysseus (Ulysses) on his way home after the fall of Troy (see note 86). The |||italics|||Aeneid|||/italics||| was written some eight centuries or so after the Homeric poems by the Latin poet Publius Vergilius Maro (70–19 B.C.), commonly known as Vergil. It was in direct imitation of Homer and dealt with the wanderings of the Trojan hero Aeneas after the fall of Troy.",asimov
124,"While the epic poets were, for the most part, straitlaced enough, the lyricists and satirists of pre-Christian Greece and Rome took unabashed joy in the pleasures of wine and sex, as Byron (who resembled them in this) loved to point out. Publius Ovidius Naso (43 B.C.–A.D. 17), commonly known as Ovid, wrote a book called |||italics|||The Art of Love|||/italics||| that was so erotic that it led to the poet’s exile by the moralistic Emperor Augustus.",asimov
125,"Anacreon (572–488 B.C.) was a Greek lyric poet, whose short odes celebrated love and wine.",asimov
126,Gaius Valerius Catullus (84–54 B.C.) was the greatest of the Roman lyricists and wrote a series of erotic poems to a woman who apparently did not require his love.,asimov
127,Sappho (about 600 B.C.) was the greatest of the Greek lyric poets. Very little of her work survives but the ancients thought of her as comparable to Homer. Her lyrics to girls causes her to be suspected of homosexuality. It is from the face that she lived on the island of Lesbos that “lesbianism” has come to signify female homosexuality.,asimov
128,"Dionysius Cassius Longinus (213–273) was supposed to have been the author of a treatise, |||italics|||On the Sublime|||/italics|||. Using as one illustration of what he considered sublime, an ode of Sappho, he unwittingly made it possible for one complete poem of the poet (and only one) to survive.",asimov
129,"In addition to the |||italics|||Aeneid|||/italics|||, Vergil wrote shorter poems, including a series of pastorals, in several of which Corydon appears ad a lovesick shepherd. In the one that begins |||italics|||“Formosum Pastor Corydon”|||/italics||| (The handsome shepherd, Corydon), Corydon is in love with a beautiful boy. The classic poets had no objection to homosexuality and neither had Byron, who was bisexual. Undoubtedly, Byron took pleasure in calling the attention of his readers to this work.",asimov
130,"Titus Lucretius Carus (96–55 B.C.) wrote a didactic poem |||italics|||De Rerum Natura|||/italics|||, in which he described and upheld the view that the universe was composed of atoms in random motion and that gods, if they existed at all, did not interfere. His views were considered horribly atheistic in Christian times.",asimov
131,"Decimus Junius Juvenalis (60–140), or Juvenal, was a savage satirist of Roman morals, and he described what he was denouncing in quite explicit terms, so that his own writing became suspect to the prudish.",asimov
132,"Marcus Valerius Martialis (first century A.D.), or Martial, was a clever epigrammatist, who wrote short verses satirizing the personalities and manners of the times with occasionally cheerful obscenity.",asimov
133,"This sounds unbelievable, but there was indeed such an edition published in Amsterdam in 1701, and it offers a particularly fine example of that odd phenomenon, the mind of the censor.",asimov
134,"The phrase “at one fell swoop” is from Shakespeare’s |||italics|||Macbeth|||/italics|||. When MacDuff finds out that his family has been slaughtered at Macbeth’s orders, he cries out in unbelieving agony:
|||comment-quote|||What, all my pretty chickens and their dam
At one fell swoop?|||/comment-quote|||
|||comment-quote-attr|||(IV, iii, 218–219)|||/comment-quote-attr|||
The metaphor arises from hawking, and the picture is of a hawk descending to carry off a number of victims in a single fell (dangerous) swoop.",asimov
135,"Eusebius Hieronimus (340–420), or St. Jerome, was one of the four Doctors of the Church. He devoted himself to biblical translation, and the Vulgate, the long-time official Bible of the Catholic Church, is his work.",asimov
136,"St. John Chrysostom (345–407) was one of the fathers of the Greek Church. He received the cognomen “Chrysostom” (golden mouth) after his death, in tribute to his eloquence.",asimov
137,"Aurelius Augustinus (354–430), or St. Augustine, was converted to Christianity in his early thirties. He led the usual youthful life of a fourth-century pagan of good family (not nearly as bad as the usual youthful life of a nineteenth-century Christian of good family) and described his youth with candor in his later |||italics|||Confessions, |||/italics|||perhaps the greatest autobiography of ancient times.",asimov
138,"Don Juan now becomes Byron’s idealized version of himself. Byron, who was extremely handsome, went through tortures of dieting to preserve his figure and secretly curled his hair as well. Of course, he had a clubfoot — which Juan does not have.",asimov
139,"Here is the “Spanish Gentleman” speaking again. Still, since Don José was so close a picture of Byron as a married man, the poet might be said to have known him well.",asimov
140,"Byron loved to hint at his wicked ways, and his school career offers scope for hinting. It was in school that he first formed emotional attachments with younger boys that led eventually to homosexual practices. (Even earlier, however, at the age of nine, he learned of heterosexual practices from a nurse, May Gray, who combined pious religiosity with depraved sexuality.)",asimov
141,|||italics|||Verbum sat|||/italics||| is short for |||italics|||verbum sat sapienti|||/italics||| meaning “a word to the wise is enough.” Byron is underlining his hinting.,asimov
142,"The “Spanish Gentleman” may never have married but Byron certainly did. And though Byron never had a legitimate son (note his remark on the subject in the previous stanza), he did have a daughter by Lady Byron.",asimov
143,"Since Don Juan is now Byron’s idealization of himself, Donna Inez takes on some of the characteristics of Byron’s mother; a much ill-used woman who was given to tantrums and rages that were a large factor in making Byron’s childhood hideous.",asimov
144,"Venus, the goddess of beauty, had a girdle, or zone, which she placed around her waist when she wished to make herself sexually irresistible.",asimov
145,"Cupid, as the god of love, was always pictured with a bow from which he shot the arrows that pierced the heart and gave rise to passion.",asimov
146,By 1232 the Christian kingdoms of northern Spain had extended their power over almost the whole of the peninsula. Left in Moorish hands was only a small section of southern Spain centered around the city of Granada. This kingdom of Granada maintained itself for two and a half centuries not capitulating to the combined power of Castille and Aragon (see note 122) till 1492.,asimov
147,"Abu-‘Abdullah (called Boabdil by the Spaniards) was the last King of Granada. When defeated in 1492 and forced to cross over into Africa, he paused on a hill outside Granada to look back one last time at the city which had been Moorish for nearly eight centuries. The spot from which he looked back is called “El Último Suspiro del Moro” (The Last Sigh of the Moor), and as he wept, his mother said harshly, “You do well to weep like a woman for what you could not defend like a man.”",asimov
148,"One of the terms of the surrender of Granada was that Moors who remained in Spain would be accorded freedom of worship. The Christian zeal of the Spanish priesthood in succeeding decades made the promise a mockery. By 1525 the Moors were forced either to convert or to leave. Even the converted Moors remained suspect, however, and were constantly hounded under the suspicion of being secretly Mohammedan and in league with the African states south of the Mediterranean.
Finally, in 1609, they were forced out of Spain and the country lost nearly a million of its most industrious and capable citizens, serving thus its own ruin. By then, however, there had been numerous intermarriages and many Spaniards could find traces of Moorish ancestry — if they looked.",asimov
149,"There was a great deal of cousin-marriage in Byron’s family. But that was not all. Perhaps the most scandalous item in the Byronic array of scandal was the fact that Byron seems to have made his half sister, Augusta, his mistress, and to have had a daughter by her. He was fascinated by his own action in this respect and dealt with incest over and over in his writing. He enjoys hinting at it here, no doubt.",asimov
150,Italian for “it comes to my mind.”,asimov
151,"St. Anthony (250–355) was the first Christian monk and the first to practice extreme asceticism. Fleeing to the solitude of the desert in order to escape the temptations of the world, he nevertheless found himself tempted by the devil. Many legends clustered about his memory concerning the manner of those temptations and the heroic measures taken by Anthony to counteract them. However, snow in the Egyptian desert, where Anthony resided, is hard to come by, and actually it was St. Francis who used the cold of ice to overcome the heat of lust, something Byron refers to later in the poem (see note 628).",asimov
152,"Was Byron thinking of his vicious nurse, May Gray (see note 140)? If so, those real life caresses were by no means “innocently done” and in view of Byron’s later sexual problems could scarcely have been “harmless.”",asimov
153,"When Byron was sixteen, he was very much in love with Mary Chaworth who was then nineteen. Nothing ever came of it for, as Miss Chaworth told her maid, “Do you think I could care anything for that lame boy?” Byron may have overheard and his sensitivity over his lameness made this cold rebuff all the worse. Juan’s success as a sixteen-year-old certainly makes up in the poem for Byron’s failure as a sixteen-year-old in reality.
A number of Byron’s love affairs, by the way, were with women older than himself. Lady Oxford, or instance, who was his mistress in 1812, was sixteen years older than he.",asimov
154,"Armida was a beautiful sorceress who enchanted the crusading knight Rinaldo in |||italics|||Jerusalem Delivered|||/italics|||, an epic poem about the First Crusade, written by the Italian poet Torquato Tasso (1544–1595). Byron was an admirer of Tasso. In 1817 he had visited Tasso’s cell in Ferrara and went on to write a poem, |||italics|||The Lament of Tasso|||/italics|||.",asimov
155,"The Tarquin referred to here is Tarquinus Sextus, son of Lucius Tarquinus Superbus, the last legendary King of Rome. Tarquinus Sextus raped a chaste Roman matron, Lucretia, who killed herself out of shame, in consequence. The indignation roused by this, according to the legend, led to the overthrow of the monarchy and the establishment of the Roman republic. Tarquin has thus come to personify the cruel and merciless rapist.",asimov
156,"“Platonic” love is the ideal love described by Socrates in Plato’s |||italics|||Symposium|||/italics|||, spiritual rather than physical, inspired by the loved one’s character and virtue, rather than by mere bodily beauty.",asimov
157,"Both |||italics|||inter nos|||/italics||| and |||italics|||entre nous|||/italics||| mean “between ourselves”, the former in Latin, the latter in French.",asimov
158,"Medea, in the Greek myths, was a Princess of Colchis at the eastern edge of the Black Sea, a barbarian woman with all the power of a sorceress. She fell instantly and helplessly in love with Jason the Argonaut, when he came adventuring to Colchis in search of the Golden Fleece. She helped him gain it from her own father and then fled with him, killing her younger brother on the way. When Jason tired of her in favor of a younger woman, she killed her own children by him in order to punish him. Medea has therefore become the epitome of the sorceress of dark passion and of quick response to emotion.",asimov
159,"The lines are quoted from the opening of the third canto of Thomas Campbell’s |||italics|||Gertrude of Wyoming|||/italics|||, published in 1809.",asimov
160,"If we suppose Don Juan to have been born in 1772, then he would be sixteen in 1788 and it would not be at all anachronistic for him to think of “air-balloons.” The first air balloon was flown in 1783, and, in the decades following, a very mania of ballooning spread over Europe.",asimov
161,Juan Boscán Almogaver (1493–1542) was a Spanish poet who introduced Italian verse-forms into Spain.,asimov
162,"Garcilaso de la Vega (1503–1536) was a Spanish poet who was a contemporary and friend of Boscán. He was called “the Spanish Petrarch” and, being a soldier as well, met the unpoetic fate of dying in a military action in southern France.",asimov
163,"March is the rutting season for hares when, driven by sexual passion, they are at once unusually bold and unusually erratic. Comparing their behavior in March with that in other months, men find them mad so that “mad as a March hare” has become a common phrase. Byron implies that the end of spring is a kind of rutting season for women.",asimov
164,"A houri was a nymph who was imagined by Moslems to exist in Heaven for the delectation of the faithful. Houris were ever-beautiful and ever-willing, yet managed to be ever-virginal as well and (if they desired) ever-fruitful. No mention is made of intelligence.",asimov
165,"“Mahomet,” “Muhammad,” “Mahmud,” “Mehmet,” “Mahound,” are a few of the varieties of the name Mohammed (570–632), the founder and prophet of Islam.",asimov
166,"Thomas Moore’s (see note 23) first published work was a translation of the Greek lyricist Anacreon (see note 125) and Byron, who was fond of both poets, coupled the names. In 1817 Thomas Moore described houris in his Oriental romance |||italics|||Lalla Rookh|||/italics|||. “The trophies of triumphant song” are the fame and wealth he gained from the book. He received a three thousand guinea advance to induce him to write it.",asimov
167,A louis was a gold coin first issued by Louis XII of France in 1640 and was the rough equivalent of the English pound. The French revolutionaries no longer coined it after 1795.,asimov
168,"Xerxes I (519–465 B.C.) was the King of Persia who led an enormous army into Greece and was defeated at the battle of Salamis (see note 371) in 480 B.C.
After the battle, he retired to his capital and to his harem, and there he stayd for the remainder of his reign, leaving the war to his regional governors and his generals.
The power and luxury of a monarch of the giant Persian empire was enormous and seemed all the greater to the inhabitants of the small Greek city-states, since their own accumulations of wealth were, of necessity, much smaller. Xerxes therefore became the personification of the luxurious pleasure seeker.",asimov
169,"Aristotle (384–322 B.C.) was the most famous of the Greek philosophers (except perhaps for his teacher, Plato). From those parts of his writings on drama that have survived, men have gleaned Aristotle’s thinking on its rules: that tragedies were concerned with kings and famous men and comedies, with common folk.
He also believed in the tightness of plotting, in the “unities.” He felt a play had to have unity of action — a single plot with no incident that did not contribute to its advancement. It must also have a unity of time and of place — the action must take place within twenty-four hours and in a single setting.
Needless to say, Aristotle’s rules are by no means essential to great drama; Shakespeare broke them all in almost every play. Byron’s pretended adherence to them here is meant ironically, for |||italics|||Don Juan|||/italics||| is as un-Aristotelian in this respect as it is possible to be.",asimov
170,"Adria is an ancient town in northern Italy, near the Po delta. It was founded by the Etruscans while Rome was as yet a village. It was originally on the Adriatic Sea, which was named for it, and was its most important port. With the silting up of the harbor by the Po River, this aspect of its existence vanished. The city is now thirteen miles inland. The name can be applied, poetically, to Venice, founded at least a thousand years after Adria was, and some twenty-five miles to its north. Byron was living in Venice while he wrote these lines, and while there he surely could not help but hear the gondoliers, who traditionally sing as they row.",asimov
171,"“Bacchanal” is an adjective derived from Bacchus, the Greek god of wine.",asimov
172,"While in exile, Byron looked forward with considerable anticipation to the death of his mother-in-law, Lady Judith Milbanke, from whom he expected to inherit a considerable legacy. She did finally die in 1822 (four years after these lines were written) at the age of seventy-one. Byron inherited an income of £3,000 a year — a fortune in the Italy of those days. Lady Judith’s maiden name was Noel, and Byron added that to his own name in order to qualify for the inheritance, becoming George Gordon Noel Byron.",asimov
173,"“Us youth” is the famous cry of Falstaff in Shakespeare’s |||italics|||Henry IV, Part One|||/italics||| who, aged and fat, nevertheless retained a relish for the vices associated with youthful roguery. Thus, when Falstaff and some of his cronies hold up and rob a group of merchants, Falstaff places himself on the youthful side of the generation gap, crying out against the victims and in defense of his own actions: “They hate us youth” (II, ii, 85).",asimov
174,"Byron was markedly anti-Semitic, which shows up in various places in |||italics|||Don Juan|||/italics||| and which represents a flaw in his liberal views. His anti-Semitism, however, was specialized and directed against moneylenders. While young men of good family were denied the money held by the older members of that same family, they could borrow money on their expectations, with the promise of repaying principle, plus a healthy interest, after the old have died and the money has been inherited. Such a deal is a “post-obit,” short for |||italics|||post obitum|||/italics||| which is Latin for “after death.” Byron began borrowing in college, was thousands of pounds in debt before he was twenty-one, and stayed in debt almost all his life.
Naturally, the moneylenders were at the door immediately upon news of the ancient’s death, since it would not take long for the inheritor to squander their money or to make way abroad without paying. Most of the young men involved, Byron included, saw no harm in trying to avoid repaying the money they had borrowed, whether to moneylenders or to tradesmen. It was the aristocratic thing to do, for we must remember that the aristocratic sense of honor was a specialized thing, usually granted only to other aristocrats and that parsimoniously. The inheritors naturally scorned and even hated the mercenary wretches who were so greedy as to want their own money back (plus the high interest made necessary by the playful aristocratic habit of defaulting). Since many of the English moneylenders of the period were Jews, it was on their heads that resentment such as Byron’s particularly fell.",asimov
175,It is sometimes maintained (and Byron apparently does so here) that the eating of the fruit of the tree of knowledge symbolized the discovery by Adam and Eve of the sexual act.,asimov
176,"Prometheus, in the Greek myths, was a Titan who, having created the human race, took pity on its miserable state, since Zeus denied it the necessary knowledge for elementary comfort. Prometheus therefore stole fire from the sun and gave it to mankind. The angered Zeus punished Prometheus by chaining him to Mount Caucasus in what was, to the Greeks, the Far East, and arranging to have an eagle (or vulture) gnaw ceaselessly at his liver.",asimov
177,"Byron’s dilettantish interest in scientific advance shows up in several places in |||italics|||Don Juan|||/italics|||, as here, for instance. The “new noses” is not a reference to plastic surgery, but to some quack remedy highly touted in Byron’s time for curing everything right down to red noses.",asimov
178,"The use of the guillotine was first proposed in 1789 by a French physician, Joseph Ignace Guillotin (1738–1814), after whom it was named. Actually, it was a humane device producing instant and presumably painless death, in place of the executioner’s ax, which sometimes missed, with horrible results.",asimov
179,"Sir William Congreve (1772–1828) introduced the use of rocket artillery to the west. It was used by the British armed forces in the War of 1812 against the United States, specifically in the bombarding of Fort McHenry in Baltimore. It was on this occasion that Francis Scott Key (1779–1843) wrote “The Star-Spangled Banner” which includes the phrase “the rockets’ red glare.” Rockets were also used in 1813 at the battle of Leipzig where Napoleon was defeated. Rockets were soon overtaken by improvements in conventional artillery and dropped out of use, only to return in World War II.",asimov
180,"The English physician Edward Jenner (1749–1823) observed that those who contracted the disease known as cowpox (or, in Latin, |||italics|||vaccinia|||/italics||| from |||italics|||vacca|||/italics||| meaning “cow”) were not only immune to attacks of cowpox thereafter but seemed to be immune to the much more serious disease of smallpox as well. In 1796, therefore, he performed the experiment of deliberately injecting a young boy with fluid from a cowpox blister. This gave the boy cowpox. When he recovered, he was inoculated with fluid from a smallpox blister — and nothing happened. The process of protecting against smallpox by the use of cowpox is “vaccination.”",asimov
181,"In 1771 an Italian anatomist, Luigi Galvani (1737–1798) noted that an electric shock would cause dead muscles to contract, an effect called “galvanism” in his honor. This roused great interest since it seemed to imply there was a life principle in electricity and offered the hope that somehow life might be restored to a dead body. Indeed, in 1803 Galvani’s nephew Giovanni Aldini (1762–1834) experimented with the use of electric shocks on the body of a hanged murderer.
In 1816 Byron, after having left England, but before he came to Italy, had spent time on the shores of Lake Geneva, with Persey Bysshe Shelley (1792–1822), Shelley’s mistress, Mary Godwin (1792–1851), and some others. They talked about galvanism one night and all agreed to write what we would today call science fiction stories. Only Mary Godwin (who married Shelley shortly after) came through. She wrote the famous |||italics|||Frankenstein,|||/italics||||||italics||| published in 1818.|||/italics|||",asimov
182,"The Royal Humane Society, founded in 1758, taught methods of artificial respiration for those who seemed drowned, with the result that not a few were saved. Artificial respiration was thus more effective in restoring life (though, to be sure, the former worked only when life had not yet departed in the first place).",asimov
183,"The “great pox” is syphilis, a disease which, in the days of vaccination, Byron had more cause to fear than smallpox.",asimov
184,"There is reference to syphilis by European writers before the time of Columbus, but the first real epidemic of the disease was only reported after Columbus’s return from America. This, combined with the fact that evidence of syphilis has been found in the bones of pre-Columbian indians, has led to the theory that Columbus’s sailors picked up syphilis from Indian women and brought it back to Europe. (On the other hand, it may be that there was merely a change of names; that what Europeans called syphilis in modern times, they had called “leprosy” in the Middle Ages.)",asimov
185,"The English economist Thomas Robert Malthus (1766–1834) wrote an epoch-making book |||italics|||An Essay on the Principle of Population|||/italics||| in 1798 and was the first to point out the danger of overpopulation and the necessity of lowering the birth rate. Byron was fascinated by this and refers to the matter several times in |||italics|||Don Juan.|||/italics||| (The Industrial Revolution postponed the Malthusian nemesis and allowed a quadrupling of the world’s population since 1800 — so that the danger, when it returned in the mid-twentieth century, is now worse than ever.)",asimov
186,"|||italics|||Lues|||/italics|||, a Latin word meaning “plague,” is sometimes used as a synonym for syphilis.",asimov
187,"In the mining coal there was sometimes an accumulation of inflammable methane gas. The use of open candle flames to guide miners in the dark depths was an invitation to sometimes disastrous explosions. In 1815 the English chemist Sir Hamphrey Davy (1778–1829), a friend of Byron’s, devised a system for enclosing the candle flame in wire gauze. The metal radiated heat quickly so that beyond it the ignition temperature was not reached. This “Davy lamp” was an enormous contribution to mine safety.",asimov
188,"Tombouctou (the official spelling fot the town most often known in English as Timbuktu) is located in what is now the nation of Mali, along the middle reaches of the Niger River. It was once a center for caravan routes across the Sahara and about 1500 was the capital of the Songhoi empire, a black realm. In 1590 the Songhoi empire was destroyed by Moroccan forces who used firearms, but its distant memory held an exotic fascination for Europeans. In Byron’s time, Europeans were just beginning to explore the African interior, and word of Tombouctou appeared, for instance, in a book entitled |||italics|||An Account of the Empire of Morocco|||/italics||| by James Grey Jackson, published 1809. The city was not actually reached, however, till 1826 (eight years after these lines were written), when the Scottish explorer Alexander Gordon Laing (1793–1826) arrived there and was promptly killed by Arab traders.",asimov
189,"As soon as it was understood that the earth was a rotating sphere, it was also understood that it had to possess a North Pole and a South Pole. Reaching either across wildernesses of snow and ice was a problem, however. Explorers slowly worked their way further and further northward and southward and in Byron’s time were only five hundred miles short of the North Pole and eleven hundred miles short of the south. These explorations were brought to public attention by books on polar exploration written by Sir John Ross (1777–1856), published in 1819, and by Sir William Edward Parry (1790–1855), published in 1820, not long after the first part of |||italics|||Don Juan|||/italics||| was published. The poles themselves, however, were not reached for nearly a century after Byron’s time.",asimov
190,"The battle of Waterloo, fought on June 18, 1815, was, in Byron’s time, and for a century after, a kind of military watershed. It was the battle at which Napoleon’s power had been broken once and for all, and the battle at which Great Britain’s military prestige reached its all-time high point. Byron viewed Waterloo as a defeat, however, for by it the reactionary monarchs of Europe were enabled to turn the clock back and erase the advances toward freedom begun by the French Revolution.",asimov
191,"A |||italics|||cortejo|||/italics||| is, literally, a suitor, but it is generally used to represent the recognized lover of a lady, one who has the tacit approval of the husband, but who carefully maintains the appearance of respectability.",asimov
192,"Most of the individuals mentioned by Donna Julia in this passage are fictitious, but the Irish soldier Alexander O’Reilly (1722–1794) was a lieutenant general in the Spanish army. In 1768 he put down a revolt in the Louisiana Territory with considerable cruelty.",asimov
193,"O’Reilly never took Algiers, however. He assaulted the city in 1775 but was driven back with the loss of four thousand men. It was not till 1830, a dozen years after these lines were written, that Algiers was taken. Then it was by French forces who thus established the beginning of the French African empire that was to last for a century and a quarter.",asimov
194,"There was indeed a Count Giambattista Corniani (1742–1813) of this period, but he was a harmless historian of Italian literature and is surely not referred to here. Probably the name is used as a play on |||italics|||cornuto,|||/italics||| the Italian word for “cuckold.” The name, Cazzani, two lines before may be a play on the Italian vilgarism |||italics|||cazzo|||/italics|||, meaning “penis.”",asimov
195,"The moon was thought to induce madness at certain times. In fact, the word “lunacy” is from |||italics|||luna,|||/italics||| the Latin word for the moon.",asimov
196,Achates was the boon companion of Aeneas in the |||italics|||Aeneid|||/italics||| and his name became synonymous with a true and faithful companion.,asimov
197,"The biblical patriarch Job bore up patiently under misfortune despite his wife’s advice to “curse God, and die” (Job 2:9). Job’s wife came to be the personification of the evil wife, who torments rather than consoles.",asimov
